reward,f1,nhd
0.224351396,0.266666667,0.55
0.302411539,0.117647059,0.75
0.116896552,0,0.8
0.301895206,0.117647059,0.75
0.313076923,0.125,0.7
0.313076923,0.125,0.7
0.312411539,0.25,0.6
0.313076923,0.125,0.7
0.313076923,0.125,0.7
0.313076923,0.125,0.7
0.313076923,0.125,0.7
0.313076923,0.125,0.7
0.302411539,0.117647059,0.75
0.313076923,0.125,0.7
0.313076923,0.125,0.7
0.313076923,0.125,0.7
0.422647059,1,0
0.206896552,0,0.35
0.062649573,0.25,0.3
0.392411539,0.25,0.3
0.278751687,0.444444444,0.25
0.375549931,0.222222222,0.35
0.435077933,0.4,0.3
0.543020844,0.545454545,0.25
0.356501027,0.666666667,0.2
0.586636904,0.5,0.3
0.744444444,0.461538462,0.35
0.75979664,0.571428571,0.3
0.774497354,0.533333333,0.35
0.776666667,0.625,0.3
0.74979664,0.533333333,0.35
0.788747795,0.625,0.3
0.798747795,0.666666667,0.25
0.734444444,0.428571429,0.4
0.76432595,0.533333333,0.35
0.670905797,0.4,0.45
0.796666667,0.571428571,0.3
0.786666667,0.533333333,0.35
0.786666667,0.533333333,0.35
0.497742504,0.5,0.4
0.752215602,0.5,0.4
