reward,f1,nhd
0.487971014,0.5,0.3
0.448880309,0.363636364,0.35
0.240909091,0.2,0.4
0.315263158,0.5,0.3
0.240909091,0.2,0.4
0.50312253,0.333333333,0.4
0.443174603,0.181818182,0.45
0.31,0.333333333,0.4
0.488484848,0.363636364,0.35
0.21979798,0.181818182,0.45
0.22979798,0.2,0.4
0.477971014,0.461538462,0.35
0.444285714,0.333333333,0.4
0.455664336,0.461538462,0.35
0.438880309,0.333333333,0.4
0.488484848,0.545454545,0.25
0.225503686,0.363636364,0.35
0.22979798,0.4,0.3
0.433174603,0.5,0.3
0.305263158,0.461538462,0.35
0.443174603,0.363636364,0.35
0.300389036,0.363636364,0.35
0.464615385,0.333333333,0.4
0.401818182,0.181818182,0.45
0.310389036,0.4,0.3
0.477971014,0.307692308,0.45
0.438880309,0.166666667,0.5
0.305263158,0.307692308,0.45
0.225503686,0.181818182,0.45
0.23979798,0.222222222,0.35
0.422063492,0.5,0.3
0.50312253,0.333333333,0.4
0.290389036,0.166666667,0.5
0.300389036,0.181818182,0.45
0.51312253,0.363636364,0.35
0.300389036,0.181818182,0.45
0.310389036,0.2,0.4
0.397647059,0.333333333,0.4
0.648333333,0.363636364,0.35
0.605844156,0.2,0.4
0.493356643,0.4,0.3
0.611438127,0.5,0.3
0.95,1,0
